target,experiment_dir,subdir,cache_interval,layer_depth,fid_score,condition_accuracy
5,deepcache_layer_experiments_target=5_20250828_225246,cache_interval_2_layer_depth_7,2,7,167.20146192915996,0.17580220103263855
5,deepcache_layer_experiments_target=5_20250828_225246,cache_interval_1_layer_depth_9,1,9,192.23481691267153,0.22642868757247925
5,deepcache_layer_experiments_target=5_20250828_225246,cache_interval_3_layer_depth_12,3,12,156.90675152813253,0.12848612666130066
5,deepcache_layer_experiments_target=5_20250828_225246,cache_interval_2_layer_depth_5,2,5,169.27537686492292,0.17487600445747375
5,deepcache_layer_experiments_target=5_20250828_225246,cache_interval_5_layer_depth_9,5,9,150.91633103222557,0.06733348965644836
5,deepcache_layer_experiments_target=5_20250828_225246,cache_interval_2_layer_depth_8,2,8,167.90345559519716,0.17555049061775208
5,deepcache_layer_experiments_target=5_20250828_225246,cache_interval_5_layer_depth_7,5,7,148.0414645951131,0.06852275133132935
5,deepcache_layer_experiments_target=5_20250828_225246,cache_interval_2_layer_depth_10,2,10,169.619169042108,0.15363377332687378
5,deepcache_layer_experiments_target=5_20250828_225246,cache_interval_1_layer_depth_4,1,4,188.66105916922277,0.24417828023433685
5,deepcache_layer_experiments_target=5_20250828_225246,cache_interval_1_layer_depth_14,1,14,188.33224779503564,0.22691118717193604
5,deepcache_layer_experiments_target=5_20250828_225246,cache_interval_3_layer_depth_2,3,2,161.30953994003818,0.13588421046733856
5,deepcache_layer_experiments_target=5_20250828_225246,cache_interval_5_layer_depth_3,5,3,150.6957889796529,0.08801227807998657
5,deepcache_layer_experiments_target=5_20250828_225246,cache_interval_3_layer_depth_13,3,13,160.2686691769344,0.10701934248209
5,deepcache_layer_experiments_target=5_20250828_225246,cache_interval_5_layer_depth_6,5,6,150.35545243252085,0.06914124637842178
5,deepcache_layer_experiments_target=5_20250828_225246,cache_interval_1_layer_depth_13,1,13,186.44467541359012,0.22973395884037018
5,deepcache_layer_experiments_target=5_20250828_225246,cache_interval_1_layer_depth_5,1,5,195.71208693015683,0.22064217925071716
5,deepcache_layer_experiments_target=5_20250828_225246,cache_interval_4_layer_depth_14,4,14,154.82039539847148,0.10232186317443848
5,deepcache_layer_experiments_target=5_20250828_225246,cache_interval_2_layer_depth_15,2,15,167.9911348003808,0.18487045168876648
5,deepcache_layer_experiments_target=5_20250828_225246,cache_interval_1_layer_depth_1,1,1,190.27241696548464,0.22709566354751587
5,deepcache_layer_experiments_target=5_20250828_225246,cache_interval_3_layer_depth_15,3,15,160.4269182947017,0.1277901530265808
5,deepcache_layer_experiments_target=5_20250828_225246,cache_interval_4_layer_depth_5,4,5,154.04562987146176,0.0967564582824707
5,deepcache_layer_experiments_target=5_20250828_225246,cache_interval_1_layer_depth_6,1,6,192.83026737915662,0.2377397119998932
5,deepcache_layer_experiments_target=5_20250828_225246,cache_interval_2_layer_depth_14,2,14,168.95992551533607,0.15978749096393585
5,deepcache_layer_experiments_target=5_20250828_225246,cache_interval_1_layer_depth_15,1,15,190.27856482534588,0.22874701023101807
5,deepcache_layer_experiments_target=5_20250828_225246,cache_interval_1_layer_depth_2,1,2,184.57138421981006,0.24714064598083496
5,deepcache_layer_experiments_target=5_20250828_225246,cache_interval_1_layer_depth_12,1,12,192.44510079423816,0.23404264450073242
5,deepcache_layer_experiments_target=5_20250828_225246,cache_interval_4_layer_depth_7,4,7,155.82919901775892,0.09011153876781464
5,deepcache_layer_experiments_target=5_20250828_225246,cache_interval_3_layer_depth_11,3,11,156.6362988508024,0.1261349320411682
5,deepcache_layer_experiments_target=5_20250828_225246,cache_interval_5_layer_depth_13,5,13,149.63392546234542,0.08464981615543365
5,deepcache_layer_experiments_target=5_20250828_225246,cache_interval_4_layer_depth_4,4,4,153.8676165970906,0.09416180104017258
5,deepcache_layer_experiments_target=5_20250828_225246,cache_interval_4_layer_depth_10,4,10,154.25777059360183,0.09678322076797485
5,deepcache_layer_experiments_target=5_20250828_225246,cache_interval_1_layer_depth_7,1,7,191.0719790885658,0.2516928017139435
5,deepcache_layer_experiments_target=5_20250828_225246,cache_interval_5_layer_depth_10,5,10,149.17240781287518,0.07837767899036407
5,deepcache_layer_experiments_target=5_20250828_225246,cache_interval_5_layer_depth_12,5,12,150.03391514505796,0.07897349447011948
5,deepcache_layer_experiments_target=5_20250828_225246,cache_interval_2_layer_depth_13,2,13,169.17570138325715,0.16465571522712708
5,deepcache_layer_experiments_target=5_20250828_225246,cache_interval_3_layer_depth_6,3,6,158.72497371559825,0.13498565554618835
5,deepcache_layer_experiments_target=5_20250828_225246,cache_interval_1_layer_depth_3,1,3,191.37238232726543,0.20297768712043762
5,deepcache_layer_experiments_target=5_20250828_225246,cache_interval_5_layer_depth_4,5,4,148.90387300108978,0.07501067221164703
5,deepcache_layer_experiments_target=5_20250828_225246,cache_interval_4_layer_depth_13,4,13,153.425165283539,0.11418689787387848
5,deepcache_layer_experiments_target=5_20250828_225246,cache_interval_5_layer_depth_1,5,1,150.6200705362682,0.08435247838497162
5,deepcache_layer_experiments_target=5_20250828_225246,cache_interval_4_layer_depth_9,4,9,152.65377836688208,0.09716123342514038
5,deepcache_layer_experiments_target=5_20250828_225246,cache_interval_5_layer_depth_5,5,5,148.08726109028748,0.07446235418319702
5,deepcache_layer_experiments_target=5_20250828_225246,cache_interval_3_layer_depth_1,3,1,162.5181783203829,0.12540483474731445
5,deepcache_layer_experiments_target=5_20250828_225246,cache_interval_2_layer_depth_12,2,12,168.938961835825,0.1737593412399292
5,deepcache_layer_experiments_target=5_20250828_225246,cache_interval_2_layer_depth_4,2,4,167.1766385468827,0.18133941292762756
5,deepcache_layer_experiments_target=5_20250828_225246,cache_interval_5_layer_depth_15,5,15,149.46728751046192,0.07925625145435333
5,deepcache_layer_experiments_target=5_20250828_225246,cache_interval_1_layer_depth_11,1,11,191.6514084446198,0.2162947952747345
5,deepcache_layer_experiments_target=5_20250828_225246,cache_interval_5_layer_depth_8,5,8,149.40605574119178,0.07260442525148392
5,deepcache_layer_experiments_target=5_20250828_225246,cache_interval_2_layer_depth_3,2,3,167.27896421981217,0.17939844727516174
5,deepcache_layer_experiments_target=5_20250828_225246,cache_interval_2_layer_depth_6,2,6,169.78388002651502,0.16122686862945557
5,deepcache_layer_experiments_target=5_20250828_225246,cache_interval_4_layer_depth_12,4,12,153.88866471759184,0.09376541525125504
5,deepcache_layer_experiments_target=5_20250828_225246,cache_interval_4_layer_depth_11,4,11,152.24982166432392,0.10203221440315247
5,deepcache_layer_experiments_target=5_20250828_225246,cache_interval_3_layer_depth_7,3,7,159.91269021267766,0.12494276463985443
5,deepcache_layer_experiments_target=5_20250828_225246,cache_interval_4_layer_depth_2,4,2,156.41737289809748,0.11227212846279144
5,deepcache_layer_experiments_target=5_20250828_225246,cache_interval_4_layer_depth_8,4,8,152.60776590444686,0.10614752024412155
5,deepcache_layer_experiments_target=5_20250828_225246,cache_interval_3_layer_depth_14,3,14,157.59298097056143,0.13644340634346008
5,deepcache_layer_experiments_target=5_20250828_225246,cache_interval_4_layer_depth_1,4,1,154.5442733527396,0.10295099765062332
5,deepcache_layer_experiments_target=5_20250828_225246,cache_interval_4_layer_depth_3,4,3,156.8443404951708,0.09042391180992126
5,deepcache_layer_experiments_target=5_20250828_225246,cache_interval_2_layer_depth_11,2,11,170.45324486312182,0.14708861708641052
5,deepcache_layer_experiments_target=5_20250828_225246,cache_interval_4_layer_depth_15,4,15,155.52754167671316,0.10640241950750351
5,deepcache_layer_experiments_target=5_20250828_225246,cache_interval_2_layer_depth_9,2,9,170.3304978958946,0.1707736849784851
5,deepcache_layer_experiments_target=5_20250828_225246,cache_interval_2_layer_depth_1,2,1,169.84758465762513,0.20615509152412415
5,deepcache_layer_experiments_target=5_20250828_225246,cache_interval_3_layer_depth_8,3,8,159.62848561439836,0.11882547289133072
5,deepcache_layer_experiments_target=5_20250828_225246,cache_interval_3_layer_depth_9,3,9,159.17645973811176,0.125255286693573
5,deepcache_layer_experiments_target=5_20250828_225246,cache_interval_5_layer_depth_14,5,14,148.52668801927842,0.07680931687355042
5,deepcache_layer_experiments_target=5_20250828_225246,cache_interval_5_layer_depth_11,5,11,149.09705264518072,0.07717856764793396
5,deepcache_layer_experiments_target=5_20250828_225246,cache_interval_5_layer_depth_2,5,2,149.1741953253137,0.09784002602100372
5,deepcache_layer_experiments_target=5_20250828_225246,cache_interval_1_layer_depth_10,1,10,191.83655196361315,0.226206436753273
5,deepcache_layer_experiments_target=5_20250828_225246,cache_interval_3_layer_depth_5,3,5,160.71616990144122,0.11786936223506927
5,deepcache_layer_experiments_target=5_20250828_225246,cache_interval_1_layer_depth_8,1,8,191.9484513030011,0.21047961711883545
5,deepcache_layer_experiments_target=5_20250828_225246,cache_interval_4_layer_depth_6,4,6,155.25838237350655,0.10049134492874146
5,deepcache_layer_experiments_target=5_20250828_225246,cache_interval_3_layer_depth_3,3,3,158.6767279381857,0.1270548403263092
5,deepcache_layer_experiments_target=5_20250828_225246,cache_interval_3_layer_depth_4,3,4,160.21324355225119,0.12948864698410034
5,deepcache_layer_experiments_target=5_20250828_225246,cache_interval_3_layer_depth_10,3,10,156.94104849373036,0.12599961459636688
5,deepcache_layer_experiments_target=5_20250828_225246,cache_interval_2_layer_depth_2,2,2,169.88247937965076,0.1794162392616272
7,deepcache_layer_experiments_target=7_20250828_225256,cache_interval_2_layer_depth_7,2,7,174.5682364459607,0.18749935925006866
7,deepcache_layer_experiments_target=7_20250828_225256,cache_interval_1_layer_depth_9,1,9,165.1472937530815,0.3933188021183014
7,deepcache_layer_experiments_target=7_20250828_225256,cache_interval_3_layer_depth_12,3,12,159.31683524499675,0.146261066198349
7,deepcache_layer_experiments_target=7_20250828_225256,cache_interval_2_layer_depth_5,2,5,173.4503845060294,0.21156547963619232
7,deepcache_layer_experiments_target=7_20250828_225256,cache_interval_5_layer_depth_9,5,9,153.6791952628273,0.08829173445701599
7,deepcache_layer_experiments_target=7_20250828_225256,cache_interval_2_layer_depth_8,2,8,174.883833561794,0.19286875426769257
7,deepcache_layer_experiments_target=7_20250828_225256,cache_interval_5_layer_depth_7,5,7,154.4931035949498,0.08757701516151428
7,deepcache_layer_experiments_target=7_20250828_225256,cache_interval_2_layer_depth_10,2,10,168.08168048715038,0.20197167992591858
7,deepcache_layer_experiments_target=7_20250828_225256,cache_interval_1_layer_depth_4,1,4,165.01388066448317,0.38904109597206116
7,deepcache_layer_experiments_target=7_20250828_225256,cache_interval_1_layer_depth_14,1,14,165.864822462009,0.3969152569770813
7,deepcache_layer_experiments_target=7_20250828_225256,cache_interval_3_layer_depth_2,3,2,160.17961851512263,0.15993443131446838
7,deepcache_layer_experiments_target=7_20250828_225256,cache_interval_5_layer_depth_3,5,3,151.6990878887379,0.10042962431907654
7,deepcache_layer_experiments_target=7_20250828_225256,cache_interval_3_layer_depth_13,3,13,159.682069564862,0.16113948822021484
7,deepcache_layer_experiments_target=7_20250828_225256,cache_interval_5_layer_depth_6,5,6,150.98507178108014,0.10082370787858963
7,deepcache_layer_experiments_target=7_20250828_225256,cache_interval_1_layer_depth_13,1,13,165.20501319929826,0.39545315504074097
7,deepcache_layer_experiments_target=7_20250828_225256,cache_interval_1_layer_depth_5,1,5,167.1085788702763,0.3803986608982086
7,deepcache_layer_experiments_target=7_20250828_225256,cache_interval_4_layer_depth_14,4,14,151.0086024313045,0.12693683803081512
7,deepcache_layer_experiments_target=7_20250828_225256,cache_interval_2_layer_depth_15,2,15,169.4785661013921,0.19653603434562683
7,deepcache_layer_experiments_target=7_20250828_225256,cache_interval_1_layer_depth_1,1,1,164.1118249813872,0.41419094800949097
7,deepcache_layer_experiments_target=7_20250828_225256,cache_interval_3_layer_depth_15,3,15,159.87183313728275,0.14455777406692505
7,deepcache_layer_experiments_target=7_20250828_225256,cache_interval_4_layer_depth_5,4,5,149.70316465799453,0.11301479488611221
7,deepcache_layer_experiments_target=7_20250828_225256,cache_interval_1_layer_depth_6,1,6,166.3777023425344,0.404681921005249
7,deepcache_layer_experiments_target=7_20250828_225256,cache_interval_2_layer_depth_14,2,14,173.64094439790654,0.20060743391513824
7,deepcache_layer_experiments_target=7_20250828_225256,cache_interval_1_layer_depth_15,1,15,165.247094746196,0.3858594298362732
7,deepcache_layer_experiments_target=7_20250828_225256,cache_interval_1_layer_depth_2,1,2,166.74424199311522,0.4028857350349426
7,deepcache_layer_experiments_target=7_20250828_225256,cache_interval_1_layer_depth_12,1,12,163.6968972495984,0.3880313038825989
7,deepcache_layer_experiments_target=7_20250828_225256,cache_interval_4_layer_depth_7,4,7,152.28422823573868,0.10993549972772598
7,deepcache_layer_experiments_target=7_20250828_225256,cache_interval_3_layer_depth_11,3,11,158.2906906283709,0.1575593203306198
7,deepcache_layer_experiments_target=7_20250828_225256,cache_interval_5_layer_depth_13,5,13,154.04184161172014,0.09067528694868088
7,deepcache_layer_experiments_target=7_20250828_225256,cache_interval_4_layer_depth_4,4,4,150.36923182787547,0.12444693595170975
7,deepcache_layer_experiments_target=7_20250828_225256,cache_interval_4_layer_depth_10,4,10,150.22037807558075,0.12549176812171936
7,deepcache_layer_experiments_target=7_20250828_225256,cache_interval_1_layer_depth_7,1,7,165.62863368236063,0.4160841405391693
7,deepcache_layer_experiments_target=7_20250828_225256,cache_interval_5_layer_depth_10,5,10,152.81987834857836,0.09228597581386566
7,deepcache_layer_experiments_target=7_20250828_225256,cache_interval_5_layer_depth_12,5,12,152.1053094466838,0.09093548357486725
7,deepcache_layer_experiments_target=7_20250828_225256,cache_interval_2_layer_depth_13,2,13,171.82859919161172,0.19494539499282837
7,deepcache_layer_experiments_target=7_20250828_225256,cache_interval_3_layer_depth_6,3,6,158.37238881621488,0.1599891185760498
7,deepcache_layer_experiments_target=7_20250828_225256,cache_interval_1_layer_depth_3,1,3,165.59235695222094,0.3942462205886841
7,deepcache_layer_experiments_target=7_20250828_225256,cache_interval_5_layer_depth_4,5,4,151.9254442468536,0.08854738622903824
7,deepcache_layer_experiments_target=7_20250828_225256,cache_interval_4_layer_depth_13,4,13,150.27614312727331,0.12362442165613174
7,deepcache_layer_experiments_target=7_20250828_225256,cache_interval_5_layer_depth_1,5,1,152.8314812106605,0.10173401981592178
7,deepcache_layer_experiments_target=7_20250828_225256,cache_interval_4_layer_depth_9,4,9,150.65185063997995,0.12032756209373474
7,deepcache_layer_experiments_target=7_20250828_225256,cache_interval_5_layer_depth_5,5,5,150.7358144779531,0.08374372124671936
7,deepcache_layer_experiments_target=7_20250828_225256,cache_interval_3_layer_depth_1,3,1,161.81629165065465,0.15686281025409698
7,deepcache_layer_experiments_target=7_20250828_225256,cache_interval_2_layer_depth_12,2,12,173.880098612987,0.17087268829345703
7,deepcache_layer_experiments_target=7_20250828_225256,cache_interval_2_layer_depth_4,2,4,173.79978011078305,0.1905263066291809
7,deepcache_layer_experiments_target=7_20250828_225256,cache_interval_5_layer_depth_15,5,15,152.40475406209936,0.0871608704328537
7,deepcache_layer_experiments_target=7_20250828_225256,cache_interval_1_layer_depth_11,1,11,164.63729070922773,0.40238577127456665
7,deepcache_layer_experiments_target=7_20250828_225256,cache_interval_5_layer_depth_8,5,8,152.58040485273125,0.08075986802577972
7,deepcache_layer_experiments_target=7_20250828_225256,cache_interval_2_layer_depth_3,2,3,174.49918783592028,0.1877332627773285
7,deepcache_layer_experiments_target=7_20250828_225256,cache_interval_2_layer_depth_6,2,6,174.28930998601874,0.18386495113372803
7,deepcache_layer_experiments_target=7_20250828_225256,cache_interval_4_layer_depth_12,4,12,147.76001941270306,0.1261807382106781
7,deepcache_layer_experiments_target=7_20250828_225256,cache_interval_4_layer_depth_11,4,11,149.6634244934238,0.11684712767601013
7,deepcache_layer_experiments_target=7_20250828_225256,cache_interval_3_layer_depth_7,3,7,158.64341732537395,0.1609266996383667
7,deepcache_layer_experiments_target=7_20250828_225256,cache_interval_4_layer_depth_2,4,2,150.98858425974254,0.12595349550247192
7,deepcache_layer_experiments_target=7_20250828_225256,cache_interval_4_layer_depth_8,4,8,148.93008166582933,0.1144629567861557
7,deepcache_layer_experiments_target=7_20250828_225256,cache_interval_3_layer_depth_14,3,14,160.41459006669152,0.14387193322181702
7,deepcache_layer_experiments_target=7_20250828_225256,cache_interval_4_layer_depth_1,4,1,151.07325379863317,0.11927429586648941
7,deepcache_layer_experiments_target=7_20250828_225256,cache_interval_4_layer_depth_3,4,3,150.3712979760133,0.12465539574623108
7,deepcache_layer_experiments_target=7_20250828_225256,cache_interval_2_layer_depth_11,2,11,175.23976038329036,0.1952429711818695
7,deepcache_layer_experiments_target=7_20250828_225256,cache_interval_4_layer_depth_15,4,15,152.23185725020716,0.11398633569478989
7,deepcache_layer_experiments_target=7_20250828_225256,cache_interval_2_layer_depth_9,2,9,171.0146451074234,0.19461046159267426
7,deepcache_layer_experiments_target=7_20250828_225256,cache_interval_2_layer_depth_1,2,1,173.94785889449798,0.21725404262542725
7,deepcache_layer_experiments_target=7_20250828_225256,cache_interval_3_layer_depth_8,3,8,160.5275143002774,0.14837022125720978
7,deepcache_layer_experiments_target=7_20250828_225256,cache_interval_3_layer_depth_9,3,9,156.92895751689218,0.14826440811157227
7,deepcache_layer_experiments_target=7_20250828_225256,cache_interval_5_layer_depth_14,5,14,153.42337625876792,0.09801986068487167
7,deepcache_layer_experiments_target=7_20250828_225256,cache_interval_5_layer_depth_11,5,11,152.75602415224887,0.09636219590902328
7,deepcache_layer_experiments_target=7_20250828_225256,cache_interval_5_layer_depth_2,5,2,151.6060452220762,0.10043009370565414
7,deepcache_layer_experiments_target=7_20250828_225256,cache_interval_1_layer_depth_10,1,10,168.25818869552995,0.3772503733634949
7,deepcache_layer_experiments_target=7_20250828_225256,cache_interval_3_layer_depth_5,3,5,160.5395858867031,0.14685451984405518
7,deepcache_layer_experiments_target=7_20250828_225256,cache_interval_1_layer_depth_8,1,8,160.67112767015396,0.39587152004241943
7,deepcache_layer_experiments_target=7_20250828_225256,cache_interval_4_layer_depth_6,4,6,149.30744398221293,0.11066919565200806
7,deepcache_layer_experiments_target=7_20250828_225256,cache_interval_3_layer_depth_3,3,3,158.94075817757204,0.15672045946121216
7,deepcache_layer_experiments_target=7_20250828_225256,cache_interval_3_layer_depth_4,3,4,159.63310923904305,0.15906724333763123
7,deepcache_layer_experiments_target=7_20250828_225256,cache_interval_3_layer_depth_10,3,10,160.5935004638203,0.15268296003341675
7,deepcache_layer_experiments_target=7_20250828_225256,cache_interval_2_layer_depth_2,2,2,174.76716328610456,0.1973838359117508
